id;exemplo1;explicacao1;exemplo2;explicacao2;exemplo3;explicacao3;exemplo4;explicacao4;
187;Deus existe. Até que você prove o contrário, continuarei a acreditar que sim.;Existem razões decentes para acreditar na existência de Deus, mas, “porque a existência de Deus não pode ser refutada”, não é uma delas.;Sheila: Eu sei que o fantasma de Elvis está me visitando em meus sonhos. Ron: Sim, não acho que seja realmente o fantasma dele. Sheila: Prova que não é!;Mais uma vez, estamos lidando com a confusão de probabilidade e possibilidade. A incapacidade de, “provar”, em qualquer sentido da palavra, que o fantasma de Elvis não está visitando Sheila em seus sonhos é um pedido impossível porque não há nenhum teste que comprove a existência e presença de um fantasma, então não há como provar a negativa ou a inexistência. Cabe a Sheila fornecer provas dessa afirmação, ou pelo menos reconhecer que realmente ser visitado pelo fantasma de Elvis é apenas uma possibilidade, não importa o quão pequena seja essa possibilidade.;;;;;
188;;;;;;;;;
189;George: Cara, essas garotas são muito gostosas! Derek: Não, não são. Você é uma vítima do efeito líder de torcida. Quando as garotas estão juntas em um grupo, cada garota parece muito melhor do que se você a visse sem as outras garotas.;Além do fato de que ""muito gostoso"" é uma avaliação subjetiva, o que significa que as garotas podem ser gostosas para George, mas não para Derek, Derek está assumindo que a avaliação de George está errada por causa do efeito psicológico conhecido como efeito líder de torcida. ;Lucas: Lembro que quando eu tinha uns três anos minha mãe me salvou de quase ser comido por um tubarão. Katie: Duvido disso. O que você está experimentando é o que os psicólogos cognitivos chamam de ""falsa memória"". ;Há dois problemas aqui que tornam Katie culpada de um raciocínio falacioso. Primeiro, ela está assumindo que a história de Lucas não é verdadeira por causa de uma memória falsa. Em segundo lugar, ela está formulando essa objeção com confiança injustificada.;;;;;
190;Todo mundo tem uma mãe. Portanto, existe uma mulher por aí que é a mãe de todos nós.;Embora seja verdade que todo mundo tem (ou teve) uma mãe, o termo “mãe” não é um termo singular compartilhado -- está implícito que é uma categoria na qual residem muitas mães. A conclusão é afirmar o oposto do significado - que na verdade existe apenas uma mãe compartilhada por todos. Esta forma de raciocínio é inválida, portanto, falacioso.;Todo mundo tem um cérebro. Portanto, existe um único cérebro que todos nós compartilhamos.;Todo mundo tem seu próprio cérebro, não um que todos nós compartilhamos. Embora eu tenha conhecido muitas pessoas que parecem não ter seu próprio cérebro. Esta forma de raciocínio é inválida, portanto, falacioso.;;;;;
191;Depook: A física quântica fornece evidências de que existe uma consciência cósmica. Sam: ???;Sam não sabe nada sobre física quântica, então realmente não pode responder, mas Depook não estabeleceu um argumento sobre como isso fornece evidências, ele apenas fez a afirmação.;Depook: A física quântica é a linguagem de Deus. Foi demonstrado que as partículas quânticas contêm informações que podem comunicar instantaneamente informações a qualquer distância, em qualquer lugar dentro ou fora do universo. Sam: ???;Sam não sabe nada sobre física quântica, então realmente não pode responder. Depook expandiu sua afirmação aqui, baseou-se no argumento por meio de jargões para fazer o que soava como afirmações científicas que, de fato, não eram. De acordo com tudo o que sabemos sobre a física quântica, a informação não pode viajar mais rápido que a luz - caso contrário, poderia criar um paradoxo de viagem no tempo.;;;;;
192;Sempre que vou dormir, o sol se põe. Portanto, meu ato de dormir faz com que o sol se ponha.;Espero que o raciocínio falacioso aqui seja muito claro e não precise de explicação.;Muitos homossexuais têm AIDS. Portanto, a homossexualidade causa AIDS.;Embora a AIDS seja encontrada em uma porcentagem muito maior da população homossexual do que na população heterossexual, não podemos concluir que a homossexualidade é a causa da AIDS, assim como não podemos concluir que a heterossexualidade é a causa da gravidez.;;;;;
193;Não posso ir com você àquela ópera porque tenho um prazo no trabalho chegando e preciso lavar o cabelo à noite.;A verdadeira razão é: “Eu não quero ir”, mas isso pode ferir alguns sentimentos, então razões fabricadas (desculpas) são dadas no lugar da razão autêntica e honesta.;Eu acredito em cavalos alados porque o Alcorão é historicamente preciso e nunca erraria em um fato tão importante.;A pessoa realmente acredita em cavalos alados por fé, mas reconhece que não é um argumento persuasivo - especialmente para o não crente do Islã. No desejo de manter sua fé, ele adota uma defesa comum (exatidão histórica) e a apresenta como razão.;;;;;
194;Mike: É moralmente errado trair seu cônjuge, por que diabos você faria isso? Ken: Mas o que é moralidade exatamente? Mike: É um código de conduta compartilhado por culturas. Ken: Mas quem cria esse código?...;Ken descarrilou com sucesso esta conversa de suas digressões sexuais para a discussão profunda e existencial sobre moralidade.;Billy: Como o universo pode ter 6.000 anos quando conhecemos a velocidade da luz, a distância dos objetos astronômicos (mais de 13 bilhões de anos-luz de distância) e o fato de que a luz chegou até nós[1]? Marty: 6.000 anos não é um número fixo. O universo pode ter cerca de 10.000 anos. Billy: Como você imagina isso?...;Marty conseguiu evitar a questão devastadora introduzindo um novo tópico para debate... mudando a linha do tempo da criação da Terra jovem onde não coincide necessariamente com a Bíblia.;;;;;
195;Vou para a cirurgia amanhã, então, por favor, ore por mim. Se um número suficiente de pessoas orar por mim, Deus me protegerá do mal e garantirá que eu tenha uma cirurgia bem-sucedida e uma recuperação rápida.;Primeiro assumimos que a premissa é verdadeira: se pessoas “suficientes” orassem a Deus pela cirurgia bem-sucedida do paciente e recuperação rápida, então Deus o faria. A partir disso, podemos deduzir que Deus responde à opinião popular. No entanto, se Deus simplesmente concedesse orações com base em concursos de popularidade, isso seria injusto e absurdo. Visto que Deus não pode ser injusto, então ele não pode responder à popularidade e não responder à popularidade, a afirmação é absurda e, portanto, falsa.;Se todos vivessem sua vida exatamente como Jesus viveu, o mundo seria um lugar lindo!;Primeiro assumimos que a premissa é verdadeira: se todos vivessem suas vidas exatamente como Jesus viveu, o mundo seria um lugar lindo. Se isso fosse verdade, teríamos 7 bilhões de pessoas nesta terra vagando de cidade em cidade, vivendo da caridade dos outros, pregando sobre Deus (sem ninguém ouvir). Sem ninguém criando riqueza, não haveria ninguém de quem receber caridade - haveria apenas 7 bilhões de pessoas tentando falar umas às outras sobre Deus. Depois de algumas semanas, todos acabariam morrendo de fome e morreriam. Este mundo pode ser um lugar bonito para os abutres e vermes que se alimentam de todos os aspirantes a Jesus, mas longe de ser um mundo bonito do ponto de vista humano. Como o mundo não pode ser um lugar bonito e um lugar horrível, a proposição é falsa.;;;;;
196;Peter Gibbons: NÃO está errado. INITECH está errado. A INITECH é uma corporação do mal, certo? Chochkies está errado. Não te incomoda que você tenha que se levantar de manhã e ter que vestir um monte de peças elegantes? Joanna: Sim, mas não vou entrar e começar a tirar dinheiro do caixa. Peter Gibbons: Bem, talvez você devesse. Você sabe, os nazistas tinham peças de estilo que faziam os judeus usarem. Joana: O quê?;O texto acima foi tirado do filme clássico da obra-prima, Office Space. Desesperado, Peter joga a ""carta nazista"" para tornar a ideia de ser obrigado a usar um talento mais terrível. Essa afirmação um tanto chocante desvia o argumento, e o foco é retirado da última resposta de Joanna, que foi muito boa. ;Meu professor está me obrigando a refazer esta tarefa. Você sabe quem mais forçou as pessoas a fazerem coisas que não queriam? Hitler.;Sim, Hitler forçou as pessoas a fazerem coisas que não queriam. Claro, a extensão da ""força"" usada pelo professor é bem diferente da extensão da força usada por Hitler, então o professor não é nada parecido com Hitler de maneira significativa, portanto, o argumento é falacioso. ;;;;;
197;Eu tive uma dor de cabeça muito ruim, então fui ao meu médico. Apenas conversando com ele, minha dor de cabeça começou a diminuir e eu já estava melhor no dia seguinte. Valeu a pena a taxa de visita de $ 200.;Dores de cabeça fazem parte da vida e naturalmente vêm e vão por conta própria com vários graus de dor. Eles regridem à média por conta própria, sendo a “média” um estado normal sem dor, com ou sem intervenção médica ou química. Se a pessoa tivesse ido a um ginecologista, a dor de cabeça ainda teria diminuído e a visita teria sido muito mais interessante — especialmente se fosse homem.;Após a cirurgia, minha esposa não estava muito bem - ela estava com muita dor. Comprei essas pulseiras magnéticas que se alinham com as vibrações naturais do corpo para reduzir a dor e, com certeza, alguns dias depois a dor diminuiu! Obrigado pulseiras mágicas!;É normal sentir dor após qualquer cirurgia significativa. Também é normal que a dor diminua à medida que o corpo se cura - isso é o corpo regredindo à média. Supor que as pulseiras mágicas causaram o alívio da dor e ignorar a regressão à média é falacioso.;;;;;
198;Dr. Simmons: Estou trabalhando em uma maneira de prolongar a vida humana para cerca de 200 anos. Misty: Você está declarando guerra à Mãe Natureza, e a Mãe Natureza sempre vence!;Aqui, a “Mãe Natureza” está sendo retratada como um ser autônomo capaz de entrar em guerra com a humanidade. Se fosse esse o caso, pareceria inútil mexer com a Mãe Natureza. Na realidade, somos parte da natureza e podemos e sempre mudamos a natureza, às vezes para pior, mas muitas vezes para melhor.;Se você estiver aberto a isso, o amor o encontrará.; O amor é uma abstração, não um bebezinho gordo e voador com um arco e flecha que procura vítimas. Provérbios fofos como este podem servir como um mau conselho para pessoas que, de outra forma, fariam um esforço para encontrar um parceiro romântico, mas optam por não fazê-lo, acreditando que essa ""entidade amorosa"" está ocupada procurando por seu companheiro ideal. ;;;;;
199;Seja feliz com o Chevy Nova 1972 que você dirige. Tem muita gente nesse país que nem tem carro.;Essa pessoa tem um carro muito ruim por qualquer padrão razoável. Só comparando sua situação com pessoas que não têm carro, seu Chevy Nova parece um Rolls Royce. É falacioso fazer um julgamento razoável com base nesses casos extremos.;Filho: Estou tão animado! Eu tirei um “A” no meu exame de física! Pai: Por que não um “A+”? Isso significa que você respondeu algo incorretamente. Isso não é aceitável!;O pobre garoto está vendo seu sucesso de uma perspectiva muito razoável baseada em normas. No entanto, o pai está usando o melhor cenário possível como comparação ou uma perspectiva muito irracional. A conclusão “não é aceitável” é irracional e, portanto, falaciosa.;;;;;
200;Jen: Você não percebe que toda essa bebedeira que está fazendo está deixando sua família infeliz? Bridget: Sim, eu tenho. Jen: Então o que você está fazendo sobre isso? Bridget: Beber para esquecer.;Bridget tem um problema com a bebida com o qual está lidando bebendo um pouco mais - porque os efeitos da bebida a fazem (temporariamente) esquecer/não se preocupar com os efeitos em escala maior de sua bebida. Seu raciocínio de que essa é uma boa ideia é falacioso.;David: Temos muita presença policial nesta cidade. Pete: O que você vai fazer sobre isso? David: vandalizar, saquear e talvez um pequeno incêndio criminoso.;;;;;;
201;Ricki: Você acha que fetos abortados têm sentimentos? Jenni: Eu sigo o exemplo da minha avó, que é a pessoa mais honrada e gentil que conheço. Ela diz que eles têm sentimentos.;a avó de Jenni pode ser a rainha de honra com gentileza escorrendo de seus sapatos ortopédicos, mas essas qualidades são independentes da capacidade de conhecer fatos ou chegar a uma conclusão precisa com base nos dados disponíveis.;O presidente quer bombardear aquele país porque acha que eles estão se preparando para lançar um ataque nuclear contra nós. Eu sei que o presidente quer fazer a coisa certa para o bem do povo americano, então se ele disser que há armas nucleares, eles têm armas nucleares!;As boas intenções do presidente são separadas da capacidade do presidente de obter informações sólidas sobre assuntos externos. Se estivermos convencidos das boas intenções do presidente, o melhor que podemos fazer é afirmar que acreditamos que o presidente acredita estar fazendo a coisa certa.;;;;;
202;Carl: Oi Billy, prazer em conhecê-lo! Acho que você ficará feliz aqui na Friendly Manufacturing, Inc. Billy: Ei, você é irlandês! Os irlandeses são ótimos operários de fábrica - é aí que eles são mais felizes. Estou surpreso em vê-lo na gestão. Carl: Com licença?? Billy: Não ligue para mim. Estou apenas expressando meu direito constitucional à liberdade de expressão. Você tem um problema com a nossa Constituição? Você odeia a América?;Billy é claramente ignorante quando se trata da realidade das diferenças culturais e carece seriamente de habilidades sociais. Ele está certo de que tem todo o direito de expressar suas opiniões, mas não parece se importar em ofender e ferir os outros ao divulgar suas opiniões. Os direitos constitucionais não existem no vácuo – eles fazem parte de um sistema maior que inclui convenções sociais como tato, comportamento apropriado e bondade.;Uma superestrela do reality show de sucesso ""Goose Galaxy"" recentemente deu uma entrevista à revista GM (Geese Monthly). Nesta entrevista, ele disse ao entrevistador que, de acordo com suas crenças, o Imperador Galáctico decretou que todos os usuários de MAC são ""pecadores"" e o uso de MAC leva a fazer sexo com computadores. Quando muitos usuários de MAC e não usuários de MAC expressaram sua indignação com o que consideravam uma proposição ofensiva e comprovadamente falsa, os defensores do ""Goose Galaxy"" gritaram que o astro da TV tinha todo o direito de dizer essas coisas, pois seu discurso é protegido pelo Primeira Emenda. ;A alegação feita foi que os comentários eram ofensivos e comprovadamente falsos (já que nenhuma pesquisa foi capaz de demonstrar que o uso de MAC leva a fazer sexo com computadores), e a estrela do reality show não deveria ter dito essas coisas, mas o ""ganso Os apoiadores do Galaxy"" responderam com o fato de que a estrela do reality show tinha o direito de dizer essas coisas, portanto, ele deveria ter. Observe que nenhuma reivindicação foi feita sobre direitos - isso é um espantalho. A falácia se estende além do espantalho porque os defensores de ""Goose Galaxy"" estão confundindo os direitos constitucionais da estrela de reality show com a alegação de que ele deveria ter dito essas coisas. ;;;;;
203;Eu sei que fiquei bêbada, dei um tapa no traseiro da garçonete e depois urinou no estacionamento... de dentro do restaurante, mas foi Satanás quem me segurou.;A pessoa está evitando a responsabilidade pessoal e culpando “Satanás” por suas ações. Satanás é um alvo fácil - ele não aparece para se defender, e um número surpreendente de pessoas acredita que ele existe e realmente causa comportamento imoral.;A razão pela qual Nova Orleans foi tão atingida pelo furacão foi por causa de todas as pessoas imorais que vivem lá.;Esta foi uma discussão real vista nos meses que se seguiram ao furacão Katrina. Ignorando a validade das afirmações feitas, o argumentador está culpando um grupo de pessoas por um desastre natural.;;;;;
204;Âncora de notícias na TV: O Dow Jones subiu 200 pontos hoje, o NASDAQ fechou em 120 pontos, o desemprego está e tem diminuído constantemente, mas as execuções hipotecárias não se moveram. Jimbo: Você ouviu isso? Nossa economia está na porcaria!;Embora haja muitos problemas com o raciocínio de Jimbo, devido à sua atenção seletiva, e possível pessimismo quando se trata de economia, ele não deixou as boas notícias registrarem e/ou não levou em consideração essa informação antes de concluir que nossa economia ainda está na “cagada”, com base naquela notícia sobre execuções hipotecárias.;A maioria de nós é culpada de atenção seletiva quando a informação é sobre nós. Tendemos a abraçar a informação que nos faz sentir bem e ignorar a informação que não nos faz sentir bem.;;;;;;
205;Ricki: Você acha que fetos abortados têm sentimentos? Jenni: Qualquer pessoa honrada e gentil teria que dizer que eles têm sentimentos. Então sim.;Jenni pode ser a rainha de honra com bondade escorrendo de seus olhos de cachorrinho, mas essas qualidades são independentes da capacidade de conhecer fatos ou chegar a uma conclusão precisa com base nos dados disponíveis.;Jenni: Um feto é um ser humano? Ricki: Não, porque eu não sou um monstro e nunca sugeriria que matar um ser humano indesejado está bem.;Ricki está fazendo uma afirmação sobre um feto e usando o fato de que ela “não é um monstro” para apoiar a afirmação, que independe de suas intenções.;;;;;
206;Onde quer que você vá, lá está você.;Você não pode argumentar contra essa posição e, como resultado, ela é vazia ou sem sentido.;Tina: Minha vida é guiada pelo destino. Maria: Como você sabe disso? Tina: O que quer que apareça no meu caminho é o que deveria ser.;Temos o mesmo problema de vacuidade aqui, exceto que este é menos óbvio e protegido por um sistema de crença filosófico. Não há como saber o que ""o destino pode ter reservado para nós"", portanto, não há como argumentar contra isso. Como resultado, não tem sentido – é o equivalente a dizer que tudo acontece porque acontece. ;;;;;
207;Jack: Eu tenho pequenos unicórnios invisíveis vivendo no meu ânus. Nick: Como você imagina? Jack: Você pode provar que não? Nick: Não. Jack: Então eu faço.;Jack fez uma reclamação que requer justificativa. Nick pediu as evidências, mas Jack transferiu o ônus da prova para Nick. Quando Nick foi incapaz de refutar a afirmação (infalsificável) de Jack, Jack reivindicou a vitória.;Audrey: Eu sou um ser humano. Não sou um ciborgue do futuro aqui para destruir a humanidade. Fred: Prove que você é humano! Ciborgues não desmaiam quando perdem muito sangue. Aqui está uma faca. Audrey: Vá para a cama, Freddie. E chega de canal SYFY antes de dormir!;Audrey está fazendo uma afirmação de conhecimento comum, talvez provocada pelas suspeitas de Fred. Fred está pedindo a Audrey para provar a alegação quando é ele quem deveria justificar sua objeção à alegação de conhecimento comum.;;;;;
208;Este exemplo foi retirado do Skeptic's Dictionary (http://www.skepdic.com/shoehorning.html). Após os ataques terroristas ao World Trade Center e ao Pentágono em 11 de setembro de 2001, os evangelistas cristãos fundamentalistas Jerry Falwell e Pat Robertson colocaram os eventos em sua agenda. Eles alegaram que ""grupos liberais de liberdades civis, feministas, homossexuais e defensores do direito ao aborto têm responsabilidade parcial... porque suas ações voltaram a ira de Deus contra a América"". De acordo com Falwell, Deus permitiu que ""os inimigos da América... nos dessem provavelmente o que merecemos"". Robertson concordou. A American Civil Liberties Union ""deve levar muita culpa por isso"", disse Falwell e Robertson concordou. Os tribunais federais também têm parte da culpa, disse Falwell, porque eles estão ""expulsando Deus da praça pública"". Além disso, ""os abortistas têm que carregar algum fardo por isso, porque Deus não será ridicularizado"", disse Falwell e Robertson concordou. ;Deve ficar muito claro como esses líderes religiosos tentaram lucrar com os ataques de 11 de setembro por meio da calçadeira.;Por milhares de anos, as pessoas têm corrido para as escrituras para tentar entender a situação atual. Sem dúvida, os mesmos versículos têm sido usados repetidas vezes durante séculos como uma profecia de um evento atual. Isso é calçadeira. Um grande exemplo disso é o derramamento de óleo da BP em abril de 2010. Foi sugerido que os versículos de Apocalipse 8:8–11 previram esse desastre ambiental: “O segundo anjo tocou a sua trombeta, e algo como uma grande montanha ardendo em fogo foi lançado ao mar. Um terço do mar tornou-se sangue, um terço das criaturas vivas no mar morreu e um terço dos navios foi destruído … Um terço das águas tornou-se absinto, e muitos morreram por causa da água, porque ela se tornou amarga. Com mais de 31.000 versículos, a probabilidade de NÃO encontrar um versículo na Bíblia que possa ser adaptado a praticamente qualquer situação moderna é quase zero, mas e se você tivesse 2.000 anos de história para brincar? Não é difícil ver a rapidez com que essas “profecias cumpridas” podem se acumular.;;;;;;
209;Não podemos tirar nosso filho do armário porque, se o fizermos, ele vai querer andar pela casa. Se a deixarmos perambular pela casa, ela vai querer perambular pela vizinhança. Se ela vagar pela vizinhança, será apanhada por um estranho em uma van, que a venderá em uma rede de escravidão sexual em algum outro país. Portanto, devemos mantê-la trancada no armário.;Neste exemplo, começa com efeitos razoáveis para as causas. Por exemplo, sim, se a criança puder ficar livremente em seu quarto, ela provavelmente gostaria de perambular pela casa -- estimativa de probabilidade de 95%[1]. Claro, se ela perambular pela casa, provavelmente vai querer a liberdade de sair, mas não necessariamente “vagar pela vizinhança”, mas vamos dar uma probabilidade de, digamos, 10%. Agora começamos a ficar muito improváveis. As chances de ela ser pega por um estranho (0,05%) em uma van (35%) para vendê-la como escrava sexual (0,07%) em outro país (40%) são quase nulas quando você faz todas as contas : 0,95 x 0,10 x 0,0005 x 0,35 x 0,0007 x 0,4 = cerca de 1 em 25.000.000. Deixando de lado a moral e a legalidade, vale mesmo a pena manter uma criança trancada no armário com base nessas probabilidades?;Se você aceitar que a história de Adão e Eva era figurativa, então fará o mesmo para a maioria das histórias do Antigo Testamento de estilos literários semelhantes. Uma vez lá, o Novo Testamento e a história de Jesus não fazem sentido, o que o levará a acreditar que a ressurreição de Jesus foi “espiritual”. Depois de aceitar isso, você não será mais um cristão, você será um ateu sujo, então não terá moral e começará a fazer sexo com animais de curral. Então é melhor você entender a história de Adão e Eva literalmente, antes que a frase “aquela galinha parece deliciosa” assuma um significado totalmente novo.;Aceitar a história de Adão e Eva como figurativa raramente (é triste que eu não possa dizer com segurança “nunca”) leva à bestialidade.;;;;;
210;Sim, acho que todos os motoristas bêbados deveriam ir para a prisão, mas meritíssimo, ele é meu filho! Ele é um bom menino que acabou de cometer um erro!;A mãe deste exemplo aplicou a regra de que todos os motoristas embriagados devem ir para a prisão. No entanto, devido ao seu apego afetivo ao filho, raciocina falaciosamente que ele deveria ser isento dessa regra, pois, “ele é um bom menino que só cometeu um erro”, o que dificilmente seria considerado justificativa adequada para exclusão da regra.;A superstição é uma crença ou prática resultante da ignorância, medo do desconhecido, confiança na magia ou acaso, ou uma falsa concepção de causalidade - a menos que seja astrologia.;Foi dito que a superstição de um é a fé de outro. O padrão de superstição foi definido pela pessoa e violado pela astrologia. No entanto, enquanto a pessoa no exemplo rejeita todas as outras fontes de superstição usando certos critérios, a crença supersticiosa de sua preferência está isenta desses critérios.;;;;;
211;A senadora Elizabeth Warren foi atacada recentemente porque foi descoberto que os homens de sua equipe recebiam, em média, consideravelmente mais do que as mulheres de sua equipe - uma questão que Warren defendeu muitas vezes. Embora os fatos sejam verdadeiros (os homens recebem mais em sua equipe), em muitas análises, dados relevantes foram excluídos, como os critérios necessários para provar a alegação de que as mulheres na equipe da senadora Warren recebiam menos do que seus colegas do sexo masculino por trabalho equivalente [1 ]. Para ser justo com alguns veículos conservadores que relataram essa história, alguns usaram isso como exemplo para mostrar que há mais na história do que apenas números brutos.;;Simon: É muito claro que Deus é contra a homossexualidade. De acordo com Levítico 20:13, “Se um homem se deitar com outro homem como se fosse mulher, ambos serão mortos por sua ação abominável, eles perderam suas vidas”. Bret: Você não entende. Isso foi antes de Jesus. Depois de Jesus, Deus estava bem com isso. Além disso, essas foram instruções específicas para um povo específico durante um período histórico específico.;Muitas vezes, as ideias que as pessoas têm de Deus são o resultado de seus valores, e não o contrário. Isso fica claro pelas mudanças culturais em questões morais que se correlacionam com a interpretação das pessoas da Bíblia (um exemplo é a visão cristã sobre a homossexualidade). Bret pode acreditar genuinamente em sua narrativa, mas provavelmente foi resultado de manipulação de outra pessoa ou organização.;;;;;
212;Claro, o Alcorão não é um livro de história ou ciência, mas cada história nele contém uma verdade espiritual.;Como não podemos definir ou provar uma “verdade espiritual”, qualquer coisa pode ser uma verdade espiritual.;Harold Camping, o pregador que previu o arrebatamento em 2011, disse que o arrebatamento realmente veio, mas foi um arrebatamento ""espiritual"". Claro, não há como demonstrar isso. ;Não podemos usar “espiritual” como um cartão para sair da prisão para encobrir uma aparente contradição.;;;;;
213;Parece que estamos constantemente ouvindo sobre crimes cometidos em nossas ruas. A América é um lugar muito perigoso.;A mídia relata histórias de interesse, que incluem crimes. Não relata todos os não-crimes. Assumir a partir disso que “a América é um lugar muito perigoso” é um raciocínio falacioso.;Estou vendo mais e mais milagres sendo relatados em noticiários respeitáveis. Outro dia teve uma história de um cara que andava com dificuldade, rezou para o Papa recentemente falecido, agora anda bem! Milagres estão ao nosso redor!;As pessoas adoram histórias de esperança e milagres. Você não encontrará histórias sobre como alguém orou para ser curado e depois morreu. Esse não é o tipo de história que atrai espectadores e vende jornais. Como resultado, a falácia do holofote nos faz pensar que os casos raros, quase certamente devido a flutuações estatísticas normais e necessárias, parecem ser a norma. Acreditar que eles são, é um raciocínio falacioso.;;;;;
214;Eu costumava ser um cristão, agora eu sei melhor.;Tudo isso nos diz que o argumentador mudou de ideia. Não sabemos por quê. Aceitar isso como evidência contra o cristianismo seria um raciocínio falacioso.;Costumava haver um tempo em que eu não acreditava, agora vejo a luz e aceitei Jesus como meu salvador!;Tudo isso nos diz que o argumentador mudou de ideia. Não sabemos por quê. Aceitar isso como evidência para o cristianismo seria um raciocínio falacioso.;;;;;
215;Os franceses são ótimos em beijar. Julie é francesa. Arranja-me um encontro!;“Os franceses beijam muito bem” é um estereótipo, e acreditar nisso é uma falácia. Embora possa ser o caso de alguns ou mesmo a maioria serem ótimos em beijar, não podemos presumir isso sem razões válidas.;Os ateus estão moralmente falidos.;Isso não é um argumento, mas apenas uma afirmação, nem mesmo baseada em qualquer tipo de fato. Estereótipos como esses geralmente surgem de preconceito, ignorância, ciúme ou mesmo ódio.;;;;;
216;Razão e lógica nem sempre são confiáveis, então não devemos contar com elas para nos ajudar a encontrar a verdade.;Aqui estamos usando a razão para refutar a validade da razão, o que não é razoável – falando razoavelmente.;A ciência não é confiável. É uma grande conspiração para encobrir a verdade da Bíblia e da história da criação. Além disso, vi fósseis no museu da criação com humanos e dinossauros juntos, o que prova que a ciência está errada!;Geologia é um ramo da ciência. Usar a ciência (examinar fósseis através da ciência da geologia) para refutar a ciência é um absurdo, uma contradição e, portanto, uma falácia de raciocínio.;;;;;
217;Ted: A evolução biológica é tanto uma teoria quanto um fato. Edwin: Isso é ridículo! Como você pode estar absolutamente certo de que evoluímos da escória do lago! Ted: Na verdade, isso é uma deturpação grosseira da minha afirmação. Nunca afirmei que evoluímos da escória do lago. Ao contrário da matemática e da lógica, a ciência é baseada em evidências empíricas e, portanto, um fato científico é algo que se confirma a tal ponto que seria perverso negar o consentimento provisório. A evidência empírica para o fato de que a evolução biológica ocorre cai nesta categoria.;Edwin erroneamente descaracterizou o argumento ao a) presumir que evoluímos da escória do lago (seja lá o que for exatamente) e b) presumir que “fato” significa “certeza”.;Zebedeu: Qual é a sua opinião sobre o Deus cristão? Mike: Eu não acredito em nenhum deus, incluindo o cristão. Zebedeu: Então você acha que estamos aqui por acidente, e todo esse design na natureza é puro acaso, e o universo simplesmente se criou? Mike: Você ouviu tudo isso de mim afirmando que simplesmente não acredito em nenhum deus?;Mike fez uma afirmação: que ele não acredita em nenhum deus. Disso, podemos deduzir algumas coisas, como ele não é teísta, não é cristão praticante, católico, judeu ou membro de qualquer outra religião que exija a crença em um deus, mas não podemos deduzir que ele acredita estamos todos aqui por acidente, a natureza é acaso e o universo se criou sozinho. Mike pode não ter nenhuma crença sobre essas coisas. Talvez ele distinga entre “acidente” e seleção natural, talvez ele pense que o conceito de design é algo que modelamos após o universo, talvez ele tenha alguma explicação detalhada baseada na física conhecida sobre como o universo pode ter aparecido pela primeira vez, ou talvez ele acredite em alguma outra explicação sobrenatural. Independentemente disso, essa foi uma descaracterização grosseira do argumento de Mike.;;;;;
218;Uma corrente é tão forte quanto seu elo mais fraco.;A maioria das aplicações da linguagem, como no exemplo acima, não é interpretada literalmente, mas figurativamente. No entanto, mesmo a linguagem figurada é uma forma de argumentar. Nesse caso, pode ser usado para sugerir que uma equipe não é melhor do que o membro menos produtivo dessa equipe, o que simplesmente não é verdade. Muitas vezes, os “elos mais fracos” ficam em segundo plano e os jogadores fortes lideram o time.;Não é uma religião, é um relacionamento.;“É... uau, dá para ver!” é a resposta comum a um clichê que desvia o pensamento crítico pela substituição de poesia, rima ou outra retórica. Na verdade, esses não são argumentos, mas afirmações ausentes de qualquer evidência ou razão que se baseiam na confusão de sua conexão emocional com a linguagem com a verdade da afirmação. Diga-me por que não é uma religião. Diga-me exatamente o que é um relacionamento. Não aceite informações como verdadeiras porque soa bem.;;;;;
219;Jane: Você sabe, fumar pode não ser o hábito mais saudável para se começar. Terry: Fumar não é saudável para a maioria das pessoas, mas não para mim.;Desculpe, Terry, fumar não é saudável para todos -- você não é diferente.;Jack: Desculpe, seu argumento está cheio de contradições. Ted: As contradições só se aplicam à mente carnal, não à espiritual.;Além de ser um caso de falácia subjetivista, Ted também está saindo do reino da razão e da lógica.;;;;;
220;A razão pela qual bilhões de crianças morrem de fome a cada ano é porque vivemos em um mundo que não se importa.;Bilhões de crianças não morrem de fome a cada ano – nem perto disso. Se fosse próximo, poderia ser melhor classificado como um exagero, mas seria mais uma tentativa de fazer o público aceitar a afirmação como um fato, focando mais no motivo do que na afirmação em si.;A razão pela qual o firmamento, uma estrutura semelhante a uma tenda que impedia que as “águas de cima” inundassem a terra conforme descrito na Bíblia, não existe mais hoje, é porque foi destruído durante o dilúvio de Noé.;A razão pela qual o firmamento não existe hoje é porque ele nunca existiu. Tentar explicá-lo é fazer com que o público assuma que ele existiu.;;;;;
