titulo;termoLatim;outrosNomes;novasTerminologias;descricao;formaLogica;exemplo1;explicacao1;exemplo2;explicacao2;exemplo3;explicacao3;exemplo4;explicacao4;excecao;curiosidades;variacao;dica;referencias;
Afirmando o Conseqüente;;(também conhecido como: erro inverso, falácia do conseqüente, afirmando o conseqüente, afirmação do conseqüente) ;Nova terminologia: Conseqüente: o componente proposicional de uma proposição condicional cuja verdade é condicional, ou simplesmente, o que vem depois do “então” em uma declaração “se/então”. Antecedente: o componente proposicional de uma proposição condicional cuja verdade é a condição para a verdade do conseqüente, ou simplesmente, o que vem depois do “se” em uma declaração “se/então”. ;Descrição: Um erro na lógica formal em que se o consequente é considerado verdadeiro, o antecedente é considerado verdadeiro, como resultado. ;Forma Lógica: Se P então Q. Q. Portanto, p. ;Exemplo 1: Se os impostos forem reduzidos, terei mais dinheiro para gastar. Tenho mais dinheiro para gastar. Portanto, os impostos devem ter sido reduzidos. ;Explicação: eu poderia ter mais dinheiro para gastar simplesmente porque desisti do crack-cocaína, do aliciamento de prostitutas e das expedições para caçar focas. ;Exemplo #2: Se estiver marrom, lave-o. Eu dei descarga. Portanto, era marrom. ;Explicação: Não! Eu não precisava seguir a regra “se estiver amarelo, deixe-o amaciar” - na verdade, se eu seguisse essa regra, provavelmente ainda estaria solteiro. A regra declarada é simplesmente “se é marrom” (o antecedente), então (implícito), “lave-o” (o consequente). A partir disso, não podemos insinuar que só podemos enxaguá-lo se estiver marrom. Isso é um erro - uma falácia lógica. ;;;;;Exceção: Nenhuma. ;;;Dica: Se estiver amarelo, lave-o também. Especialmente, se você é casado e quer continuar assim. ;Referências: ;
Certeza Alegada;;(também conhecido como: assumindo a conclusão) ;;Descrição: Afirmar uma conclusão sem evidências ou premissas, por meio de uma afirmação que faz com que a conclusão pareça certa quando, na verdade, não é. ;Forma Lógica: Todo mundo sabe que X é verdadeiro. Portanto, X é verdadeiro. ;Exemplo 1: As pessoas em todos os lugares reconhecem a necessidade de ajudar as crianças famintas do mundo. ;Explicação: Na verdade, as pessoas em todos os lugares não reconhecem isso. Isso pode parecer senso comum para aqueles que fazem a afirmação e para muitos que a ouvem, mas há muitas pessoas nesta terra que não compartilham dessa visão e precisam ser convencidas primeiro. ;Exemplo #2: Todos sabem que, sem a religião de nossa cultura, todos seríamos como ovelhas perdidas. ;Explicação: Todo mundo não sabe disso. Às vezes, sem sair de sua própria esfera social ou cultural, pode parecer que o que você aceita como verdades universais são simplesmente verdades dentro de sua própria esfera social ou cultural. Não assuma verdades universais. ;Exemplo #3: Não há dúvida de que nosso presidente é um grande idiota. ;Explicação: Por mais tentadora que uma afirmação como esta possa ser para alguns aceitarem como verdadeira, ela deve ser reconhecida como a falácia que é. Simplesmente dizer “nosso presidente é um grande idiota” e apoiar essa afirmação com evidências é muito diferente de substituir as evidências por uma declaração de certeza (ou seja, “não há dúvida de que ...”). ;;;Exceção: Fatos que pareceriam tolice não assumir, podem ser assumidos - mas deve-se estar preparado para apoiar a suposição, não importa o quão certo alguém possa estar. Todos sabemos que, sem água, não podemos sobreviver. ;;;Dica: Substitua a palavra “certo” em sua vida pela frase “muito provável” ou “muito confiante”. ;Referências: ;
Sopa de alfabeto;;;;Descrição: O uso deliberado e excessivo de siglas e abreviações para parecer mais entendido no assunto ou confundir os outros. ;Forma Lógica: A pessoa 1 usa acrônimos e abreviações. Portanto, a pessoa 1 sabe do que está falando. ;Exemplo 1: Na programação CGI, uma interface WYSIWYG não lida muito bem com PHP ou CSS. Se você se inscrever para minha consultoria pessoal, mostrarei como programar de maneira eficaz. ;Explicação: O simples uso excessivo de acrônimos não é o problema aqui, é o uso excessivo deliberado com o propósito de fazer as pessoas pensarem que o palestrante tem muito conhecimento nessa área, ou talvez usar termos que o público desconhece, fazendo o público pensar que precisa do serviço de consultoria mais do que pensava. ;Exemplo #2: Sou bom em falar em público? Vamos ver. Eu tenho um CC, AC-B, AC-S, AC-G, CL, AL-B, AL-S e um DTM. O que você acha? ;Explicação: Todas essas são designações da Toastmasters International. Na verdade, muitos deles têm mais a ver com liderança do que falar, mas o público médio nunca saberia disso. Além disso, receber todos esses prêmios significa apenas que a pessoa fez o trabalho necessário, não que ela seja necessariamente boa em falar em público - como certificados dados na aula de ginástica da quinta série para todas as crianças que fazem mais de seis abdominais. ;;;;;Exceção: "Excessivo" é subjetivo. Siglas e abreviaturas são perfeitamente aceitáveis em muitas situações. ;;;Dica: não seja tão rápido em assumir intenções nefastas. Às vezes, as pessoas simplesmente não sabem que estão usando demais esse tipo de linguagem. ;Referências: Esta é uma falácia lógica frequentemente usada na Internet. Nenhuma fonte acadêmica foi encontrada. ;
Avanço Alternativo;;(também conhecido como: situação perde-perde) ;;Descrição: Quando alguém é apresentado a apenas duas opções, ambas essencialmente iguais, apenas com palavras diferentes. Essa técnica é muito usada em vendas. O raciocínio falacioso seria cometido pela pessoa que aceita as opções como as únicas opções, o que provavelmente estaria em um nível subconsciente, já que praticamente qualquer pessoa - se pensasse sobre isso - reconheceria a existência de outras opções. ;;Exemplo 1: Max: Se você não é uma bruxa, não tem nada a temer. Se você não é uma bruxa, você não é feito de madeira, portanto, você afundará e se afogará depois que nós o amarrarmos e o jogarmos no poço. Se você flutuar, então você é feito de madeira, você é uma bruxa e nós vamos enforcá-lo. Glinda: Espere, como é que não tenho nada com que me preocupar se não sou uma bruxa? ;Explicação: O argumento é criado para que qualquer mulher acusada de ser bruxa morra, o que certamente é uma situação em que todos perdem. ;Exemplo #2: Cara trabalhando em um estande no shopping: Com licença, mas parece que você precisa de férias! Você tem alguns minutos para conversar sobre destinos de férias ou prefere que eu apenas envie algumas informações por e-mail? ;Explicação: Claro, outras opções incluem apenas ignorar o cara e continuar andando, dizer ao cara “não, obrigado” e continuar andando, ou responda: “Tenho algum tempo para conversar. Minha taxa é de $ 10 por minuto. Você prefere me pagar em dinheiro ou cheque? ;;;;;Exceção: Se você empregar seu pensamento crítico e perceber que existem outras opções e ainda escolher uma das opções dadas, você não seria culpado de raciocínio falacioso. ;;;Dica: Sempre que forem apresentadas opções, considere cuidadosamente a possibilidade de outras opções não mencionadas e proponha-as. ;Referências: Esta é uma falácia lógica frequentemente usada na Internet. Nenhuma fonte acadêmica foi encontrada. ;
Familiaridade incrível;;(também conhecido como: argumento da onisciência, "como diabos você pode saber disso?") ;;Descrição: O argumento contém informações que parecem impossíveis de serem obtidas - como se viessem de um autor onisciente. Esse tipo de escrita/contação de histórias é característico da ficção, portanto, quando usado em um argumento, deve lançar dúvidas. ;Forma Lógica: A reivindicação X é feita de forma que ninguém poderia saber. ;Exemplo 1: O presidente é um bom homem e nunca teria traído a esposa e nunca traiu nada no passado. ;Explicação: Claramente, o argumentador não poderia saber disso, a menos que estivesse com o presidente o tempo todo. Podemos assumir que o argumentador tem algum conhecimento especial e achar esse argumento crível quando deveríamos aceitá-lo apenas como uma opinião de alguém que não pode saber o que afirma saber. ;Exemplo #2: Deus quer que amemos uns aos outros, mas ele aceita que matemos uns aos outros se estivermos defendendo nossa terra - ainda assim iremos para o céu. ;Explicação: As alegações de conhecer a mente de Deus são altamente duvidosas. Embora não possamos descartar a "revelação divina", precisaríamos pesar essa possibilidade contra a probabilidade de uma crença falsa. ;Exemplo #3: Larry é puro mal. ;Explicação: Larry pode ser um idiota. Ele pode ter feito muitas coisas ruins. Caramba, ele pode até ter arrancado a etiqueta “não remova sob pena de lei” de seu colchão. No entanto, para fazer reivindicações de mal “puro”, alguém teria que ser Larry. Embora fazer afirmações absolutas sobre uma pessoa como ser “puro mal” possa ser apenas uma hipérbole, se considerarmos a afirmação pelo valor de face, saber que a afirmação é verdadeira exigiria o tipo de onisciência refletida nessa falácia. ;;;Exceção: "Parece impossível" não é "impossível". Pode ser possível que alguém realmente tenha o conhecimento detalhado que afirma. Precisamos manter essa opção aberta ao pensar probabilisticamente. ;;;Dica: simplesmente adicionando um “eu acredito” a argumentos e afirmações não factuais, você pode evitar muitas falácias e ser mais honesto enquanto exercita mais humildade. ;Referências: ;
falácia de ambiguidade;;(também conhecido como: afirmação ambígua, anfibolia, anfibologia, ambigüidade semântica, imprecisão) ;;Descrição: Quando uma frase pouco clara com múltiplas definições é usada dentro do argumento, portanto, não suporta a conclusão. Alguns dirão que palavras isoladas contam para a falácia da ambigüidade, que na verdade é uma forma específica de falácia conhecida como equívoco. ;Forma Lógica: A reivindicação X é feita. Y é concluído com base em uma compreensão ambígua de X. ;Exemplo 1: Diz-se que temos uma boa compreensão do nosso universo. Portanto, sabemos exatamente como começou e exatamente quando. ;Explicação: A ambigüidade aqui é exatamente o que significa “bom entendimento”. A conclusão pressupõe um entendimento muito melhor do que o sugerido na premissa, portanto, temos a falácia da ambigüidade. ;Exemplo #2: Todos os seres vivos vêm de outros seres vivos. Portanto, as primeiras formas de vida devem ter vindo de um ser vivo. Esse ser vivo é Deus. ;Explicação: Este argumento é culpado de dois casos de ambigüidade. Primeiro, o primeiro uso da frase “vem de” refere-se à reprodução, enquanto o segundo uso refere-se à origem. O fato de sabermos bastante sobre reprodução é irrelevante quando se considera a origem. Em segundo lugar, o primeiro uso de “ser vivo” refere-se a um organismo vivo, biológico, empiricamente verificável. O segundo uso de “ser vivo” refere-se à crença em um deus imaterial. Como você pode ver, quando um termo como “ser vivo” descreve um pássaro Dodo, bem como o todo-poderoso mestre do universo, tem muito pouco significado e certamente não é específico o suficiente para tirar conclusões lógicas ou razoáveis. ;Exemplo #3: Bernice: Você apoia o Black Lives Matter?Mildred: Claro que sim!Bernice: Então você deveria me apoiar saqueando aquela loja.Mildred: Espere... o quê? ;Explicação: “Black Lives Matter” é uma ideologia política que evoluiu de uma simples declaração. Como todas as ideologias, tem muitos ramos que vão do moderado ao extremo. Bernice claramente tem um conceito diferente de Black Lives Matter do que Mildred. Pode-se ter uma discussão sobre quem está pervertendo a ideologia (vimos isso entre diferentes cristãos por milênios), mas o ponto permanece que o que significa “apoiar o Black Lives Matter” tornou-se obscuro. ;;;Exceção: Frases ambíguas são extremamente comuns no idioma inglês e são uma parte necessária da lógica e do raciocínio informal. Contanto que essas frases ambíguas signifiquem a mesma coisa em todos os usos de frases no argumento, essa falácia não é cometida. ;;;Dica: não tenha medo de pedir esclarecimentos, especialmente se a alternativa for presumir que seu interlocutor está sendo irracional ou enganoso. ;Referências: ;
Autoridade anônima;;(também conhecido como: apelo à autoridade anônima) ;;Descrição: Quando uma fonte não especificada é usada como evidência para a alegação. Isso é comumente indicado por frases como “Dizem que...”, “Já foi dito...”, “Ouvi dizer que...”, “Estudos mostram...”, ou grupos generalizados como, “os cientistas dizem...”  Quando falhamos em especificar uma fonte de autoridade, não podemos verificar a fonte, portanto, a credibilidade do argumento. Os apelos a fontes anônimas são, na maioria das vezes, uma forma de fabricar, exagerar ou deturpar fatos para enganar os outros e fazê-los aceitar sua afirmação. Às vezes, esse engano é feito subconscientemente - nem sempre pode ser deliberado. ;Forma Lógica: A pessoa 1 uma vez ouviu que X era verdadeiro. Portanto, X é verdadeiro. ;Exemplo 1: Você sabe, eles dizem que se você engolir chiclete leva sete anos para digerir. Portanto, faça o que fizer, não engula o chiclete! ;Explicação: “Eles” estão errados como “eles” geralmente estão. A goma passa pelo sistema relativamente inalterada, mas não fica por aí por 7 anos como um estudante universitário com medo de conseguir um emprego. “Eles” é uma forma comum de apelo à autoridade anônima. ;Exemplo #2: O universo de 13,7 bilhões de anos é uma grande conspiração. Eu li este artigo uma vez onde esses cientistas notáveis encontraram fortes evidências de que o universo foi criado há 6.000 anos, mas por perderem seus empregos, eles foram forçados a ficar quietos! ;Explicação: Sem saber quem são esses cientistas, ou a credibilidade da fonte do artigo, não podemos verificar as evidências, portanto, não devemos aceitar a evidência. ;;;;;Exceção: Às vezes, um fato aceito usa as mesmas frases indicativas como as usadas para a falácia, portanto, se a autoridade anônima é realmente apenas uma declaração de um fato aceito, ela deve ser aceita como evidência. A mudança climática está acontecendo - e sempre esteve. Os cientistas dizem que a Terra certamente está em uma fase de aquecimento, mas há algum debate sobre as causas exatas e certamente mais debate sobre o que deveria ser feito politicamente. ;;;Dica: muito cuidado com “eles”. ;Referências: ;
Antropomorfismo;;(também conhecido como: personificação) ;;Descrição: A atribuição de características e propósitos humanos a objetos inanimados, animais, plantas ou outros fenômenos naturais, ou a deuses. Isso se torna uma falácia lógica quando usado no contexto de um argumento. ;Forma Lógica: Coisa não humana é descrita com características humanas. A reivindicação X é feita que requer as características humanas da coisa. Portanto, a afirmação X é verdadeira. ;Exemplo 1: Como ousa matar essas cenouras! ;Explicação: Assassinato se aplica a humanos, não a cenouras. Por definição, não se pode matar cenouras. Neste exemplo, supõe-se que as cenouras tenham as características humanas que tornam o assassinato “assassinato” e não apenas “matar” ou “comer”. ;Exemplo #2: Akoni: A deusa polinésia do fogo, Pele, sacrificou sua própria filha no vulcão para trazer paz às ilhas. É assim que sei que ela nos ama. Ubon: Os deuses e deusas não são imortais? Akoni: Err, sim. Ubon: Então o que aconteceu com a filha de Pelé depois que ela foi jogada no vulcão? Akoni: Ela se reuniu com Pelé nos céus. Ubon: Então, por que isso foi um sacrifício? ;Explicação: A deusa Pele e sua filha recebem a qualidade humana da fragilidade da vida para que o conceito de “sacrifício” seja significativo. ;;;;;;;;Dica: Se você quer fazer as pessoas rirem, dê aos objetos e pequenos animais qualidades humanas. Antropomorfismo é uma mina de ouro de comédia para comediantes de stand-up. ;Referências: ;
Apelo à Realização;;(também conhecido como: apelo ao sucesso) ;;Descrição: Quando o argumento que está sendo feito é protegido de críticas baseadas no nível de realização de quem está fazendo o argumento. Uma forma dessa falácia também ocorre quando os argumentos são avaliados pelas realizações, ou sucesso, da pessoa que apresenta o argumento, e não pelos méritos do próprio argumento. ;Formas Lógicas: A pessoa 1 afirma que Y é verdadeiro. A pessoa 1 é muito realizada. Portanto, Y é verdadeiro. A pessoa 1 apresenta evidências contra a reivindicação Y. A pessoa 1 é instruída a calar a boca até que a pessoa 1 se torne tão realizada quanto a pessoa 2. ;Exemplo 1: Já estive no quarteirão muitas vezes e tive minha parcela de sucesso. Portanto, acredite em mim quando digo que não há passatempo melhor do que fazer malabarismos com gatos. ;Explicação: Todos podemos admirar a realização e o sucesso, mas isso é irrelevante para o malabarismo. Existem muitas pessoas realizadas e bem-sucedidas que são imorais, mesquinhas, insensíveis, odiosas, mentirosas, infelizes e simplesmente erradas sobre muitas coisas. ;Exemplo #2: Sou doutor em teologia, escrevi 12 livros e conheci pessoalmente o Papa. Portanto, quando digo que o lanche favorito de Jesus eram passas mergulhadas em vinho, você deve acreditar em mim. ;Explicação: Embora as credenciais de quem fez a declaração sejam certamente impressionantes, de forma alguma essas credenciais dão credibilidade à crença de que o lanche favorito de Jesus eram passas mergulhadas em vinho. ;;;;;Exceção: quando as realizações de alguém estão diretamente relacionadas ao argumento, ele é mais significativo. Já estive no quarteirão muitas vezes e tive minha parcela de sucesso no setor imobiliário. Portanto, acredite em mim quando digo que, se você souber o que está fazendo, o mercado imobiliário pode ser uma ótima maneira de ganhar a vida. ;;;Dica: Muitas pessoas de sucesso tentam usar seu sucesso como um curinga para serem uma autoridade em tudo. Não permita que o próprio sucesso atrapalhe seu julgamento das reivindicações que eles estão fazendo. Avalie as evidências acima de tudo. ;Referências: Esta é uma falácia lógica frequentemente usada na Internet. Nenhuma fonte acadêmica foi encontrada. ;
Apelo à raiva;argumentum ad iram;(também conhecido como: apelo ao ódio, repugnância, apelo à indignação, etc.) ;;Descrição: Quando as emoções de raiva, ódio ou fúria são substituídas por evidências em uma discussão. ;Formas Lógicas: A pessoa 1 afirma que X é verdadeiro. A pessoa 1 está indignada. Portanto, X é verdadeiro. A reivindicação A é feita. Você está indignado com a reivindicação A. Portanto, a afirmação A é verdadeira/falsa. ;Exemplo 1: Você está cansado de ser ignorado pelo seu governo? É certo que o 1% do topo tem tanto quando o resto de nós tem tão pouco? Peço que votem em mim hoje! ;Explicação: Esta é uma tática comum para jogar com as emoções dos outros para levá-los a fazer o que você quer que eles façam. O fato é que nenhuma evidência foi fornecida ou nenhuma reclamação foi feita ligando seu voto ao desaparecimento dos problemas. O político espera que você faça a conexão, enquanto ela pode alegar inocência no caminho, quando as pessoas tentarem obrigar o político a cumprir uma promessa que ela realmente nunca fez. ;Exemplo #2: Como você pode pensar que os humanos evoluíram dos macacos! Minha babá parece um macaco para você? ;Explicação: Ignorando o fato de que não evoluímos dos macacos (compartilhamos um ancestral comum com os macacos africanos modernos), o fato de o argumentador estar obviamente ofendido é irrelevante para os fatos. ;;;;;Exceção: Como todos os apelos à emoção, eles funcionam muito bem quando usados, além de uma conclusão sustentada, não no lugar de uma. Você está cansado de ser ignorado pelo seu governo? É certo que o 1% do topo tem tanto quando o resto de nós tem tão pouco? Peço que votem em mim hoje e passarei minha carreira tornando a América um lugar onde a riqueza é distribuída de maneira mais igualitária! ;Curiosidade: O grande Yoda disse uma vez: “O medo leva à raiva, a raiva leva ao ódio, o ódio leva ao sofrimento”. Com todo o respeito ao carinha bonitinho e verde, a raiva pode ser muito poderosa e eficaz, além de levar a grandes coisas. Pense em Martin Luther King, Jr. A propósito, a declaração de Yoda realmente comete a falácia da ladeira escorregadia. ;;;Referências: ;
